HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
La Coruna,Zaragoza,1,1,D,0,1,A,2007
Mallorca,Ath Bilbao,0,0,D,0,0,D,2007
Murcia,Santander,2,1,H,0,0,D,2007
Real Madrid,Osasuna,2,0,H,1,0,H,2007
Recreativo,Ath Madrid,0,0,D,0,0,D,2007
Valladolid,Sevilla,0,0,D,0,0,D,2007
Almeria,Getafe,0,2,A,0,1,A,2007
Sevilla,Santander,4,1,H,1,0,H,2007
Zaragoza,Valencia,2,2,D,2,0,H,2007
Ath Bilbao,Murcia,1,1,D,1,0,H,2007
Ath Madrid,Espanol,1,2,A,1,0,H,2007
Barcelona,Real Madrid,0,1,A,0,1,A,2007
Levante,La Coruna,0,1,A,0,0,D,2007
Osasuna,Mallorca,3,1,H,1,0,H,2007
Valladolid,Betis,0,0,D,0,0,D,2007
Villarreal,Recreativo,1,1,D,1,1,D,2007
Espanol,Villarreal,3,0,H,3,0,H,2007
Mallorca,Barcelona,0,2,A,0,0,D,2007
Getafe,Valladolid,0,3,A,0,0,D,2007
La Coruna,Ath Madrid,0,3,A,0,1,A,2007
Murcia,Osasuna,2,0,H,0,0,D,2007
Real Madrid,Zaragoza,2,0,H,0,0,D,2007
Recreativo,Almeria,1,1,D,1,1,D,2007
Santander,Ath Bilbao,1,0,H,1,0,H,2007
Sevilla,Betis,3,0,H,2,0,H,2007
Valencia,Levante,0,0,D,0,0,D,2007
Ath Bilbao,Sevilla,2,0,H,1,0,H,2007
Barcelona,Murcia,4,0,H,1,0,H,2007
Almeria,Espanol,1,0,H,0,0,D,2007
Ath Madrid,Valencia,1,0,H,1,0,H,2007
Betis,Getafe,3,2,H,2,0,H,2007
Levante,Real Madrid,0,2,A,0,0,D,2007
Osasuna,Santander,0,2,A,0,0,D,2007
Valladolid,Recreativo,3,1,H,2,1,H,2007
Villarreal,La Coruna,4,3,H,1,1,D,2007
Zaragoza,Mallorca,2,2,D,2,1,H,2007
Getafe,Sevilla,3,2,H,1,1,D,2007
Villarreal,Valencia,3,0,H,1,0,H,2007
Almeria,La Coruna,1,0,H,0,0,D,2007
Ath Madrid,Real Madrid,0,2,A,0,2,A,2007
Barcelona,Santander,1,0,H,1,0,H,2007
Betis,Recreativo,1,1,D,0,0,D,2007
Levante,Mallorca,2,2,D,1,1,D,2007
Osasuna,Ath Bilbao,2,0,H,0,0,D,2007
Valladolid,Espanol,2,1,H,2,0,H,2007
Zaragoza,Murcia,3,1,H,1,0,H,2007
Sevilla,Osasuna,2,1,H,0,0,D,2007
Ath Bilbao,Barcelona,1,1,D,0,1,A,2007
Espanol,Betis,1,2,A,0,1,A,2007
La Coruna,Valladolid,3,1,H,1,0,H,2007
Mallorca,Ath Madrid,1,0,H,1,0,H,2007
Murcia,Levante,2,3,A,0,0,D,2007
Real Madrid,Villarreal,3,2,H,1,1,D,2007
Recreativo,Getafe,1,3,A,1,2,A,2007
Santander,Zaragoza,2,2,D,1,0,H,2007
Valencia,Almeria,0,1,A,0,1,A,2007
Almeria,Real Madrid,2,0,H,1,0,H,2007
Betis,La Coruna,0,1,A,0,1,A,2007
Ath Madrid,Murcia,1,1,D,0,0,D,2007
Barcelona,Osasuna,1,0,H,0,0,D,2007
Getafe,Espanol,0,1,A,0,1,A,2007
Levante,Santander,1,1,D,0,0,D,2007
Recreativo,Sevilla,1,2,A,0,1,A,2007
Valladolid,Valencia,0,2,A,0,0,D,2007
